table,item,quantity,published,rederived,abs_diff,rel_diff,source,status,note
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/transitional/Regime-LSTM-B,qlike,0.2073098691067013,0.20730986910670132,2.7755575615628914e-17,1.3388448767648039e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/crisis,n,86.0,86.0,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/crisis/HAR-RV,qlike,0.2247000584215676,0.22470005842156762,2.7755575615628914e-17,1.2352277881279279e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/crisis/Regime-LSTM-B,qlike,0.1535373002495219,0.15353730024952195,5.551115123125783e-17,3.6154830872396225e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/all,n,788.0,788.0,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/all/HAR-RV,qlike,0.2260330045577247,0.22603300455772476,5.551115123125783e-17,2.4558869772082904e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m05_regime_dl_rq4_rut_per_regime.csv,m05_regime_dl_rq4_rut/all/Regime-LSTM-B,qlike,0.2143247766676925,0.21432477666769256,5.551115123125783e-17,2.590048248006672e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/calm,n,379.0,379.0,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/calm/Regime-LSTM-B,qlike,0.3171685712924969,0.3171685712924969,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/calm/HAR-RV,qlike,0.3008160827635482,0.3008160827635482,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/transitional,n,329.0,329.0,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/transitional/Regime-LSTM-B,qlike,0.1850590360249692,0.18505903602496926,5.551115123125783e-17,2.9996455414243026e-16,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/transitional/HAR-RV,qlike,0.2366619760877777,0.2366619760877777,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/crisis,n,76.0,76.0,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/crisis/Regime-LSTM-B,qlike,0.3211469906814805,0.3211469906814805,0.0,0.0,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_intraday_2019_2022/crisis/HAR-RV,qlike,0.3069570935351224,0.30695709353512246,5.551115123125783e-17,1.8084335693941595e-16,m05_regime_dl_intraday_2019_2022.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/calm,n,376.0,376.0,0.0,0.0,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/calm/Regime-LSTM-B,qlike,0.3498446956549487,0.34984469565494875,5.551115123125783e-17,1.5867369698812983e-16,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/calm/HAR-RV,qlike,0.33676122781843,0.33676122781843,0.0,0.0,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/transitional,n,339.0,339.0,0.0,0.0,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/transitional/Regime-LSTM-B,qlike,0.2225273680794623,0.22252736807946236,5.551115123125783e-17,2.494576362015631e-16,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/transitional/HAR-RV,qlike,0.2386125462964638,0.23861254629646383,2.7755575615628914e-17,1.1632068827237626e-16,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/crisis,n,80.0,80.0,0.0,0.0,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/crisis/Regime-LSTM-B,qlike,0.2991193994487742,0.29911939944877425,5.551115123125783e-17,1.8558191589564358e-16,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_ftse/crisis/HAR-RV,qlike,0.3846973124613531,0.38469731246135314,5.551115123125783e-17,1.4429825588353833e-16,m05_regime_dl_rq4_ftse.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/calm,n,228.0,228.0,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/calm/Regime-LSTM-B,qlike,0.2518370098074842,0.25183700980748425,5.551115123125783e-17,2.2042491400963307e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/calm/HAR-RV,qlike,0.2239209944038537,0.2239209944038537,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/transitional,n,474.0,474.0,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/transitional/Regime-LSTM-B,qlike,0.2073098691067013,0.20730986910670132,2.7755575615628914e-17,1.3388448767648039e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/transitional/HAR-RV,qlike,0.2272907507239528,0.22729075072395283,2.7755575615628914e-17,1.2211484861228857e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/crisis,n,86.0,86.0,0.0,0.0,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/crisis/Regime-LSTM-B,qlike,0.1535373002495219,0.15353730024952195,5.551115123125783e-17,3.6154830872396225e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m08_rq4_per_regime.csv,m05_regime_dl_rq4_rut/crisis/HAR-RV,qlike,0.2247000584215676,0.22470005842156762,2.7755575615628914e-17,1.2352277881279279e-16,m05_regime_dl_rq4_rut.parquet x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/calm,n,381.0,381.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/calm,picp,0.847769028871391,0.847769028871391,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/calm,mpiw,4.917071609605127e-05,4.917071609605127e-05,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/calm,winkler,0.0001370943670523,0.00013709436705238364,8.364619760725667e-17,6.101359188255091e-13,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/calm,coverage_error,-0.0522309711286089,-0.05223097112860897,6.938893903907228e-17,1.3285017976827413e-15,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/transitional,n,332.0,332.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/transitional,picp,0.8795180722891566,0.8795180722891566,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/transitional,mpiw,0.0001700739051405,0.00017007390514058962,8.960930955592694e-17,5.268845298865788e-13,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/transitional,winkler,0.0002558605049993,0.00025586050499930367,3.686287386450715e-18,1.4407410735239503e-14,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/transitional,coverage_error,-0.0204819277108434,-0.02048192771084345,5.204170427930421e-17,2.5408596795189673e-15,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/crisis,n,71.0,71.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/crisis,picp,0.8873239436619719,0.8873239436619719,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/crisis,mpiw,0.0009481803051532,0.0009481803051532088,8.782037597132586e-18,9.261991152319547e-15,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/crisis,winkler,0.0027048257901751,0.0027048257901751676,6.765421556309548e-17,2.5012411449506257e-14,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/crisis,coverage_error,-0.0126760563380281,-0.012676056338028152,5.204170427930421e-17,4.105512226478466e-15,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/all,n,784.0,784.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/all,picp,0.8647959183673469,0.8647959183673469,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/all,mpiw,0.0001817849247514,0.0001817849247514657,6.570265165262157e-17,3.61430694775561e-13,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/all,winkler,0.0004199250926137,0.00041992509261372943,2.9436088982981445e-17,7.009842826911148e-14,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_mc.csv,MC-Dropout-LSTM/all,coverage_error,-0.035204081632653,-0.035204081632653095,9.71445146547012e-17,2.7594673728002128e-15,m06_uq_intraday_2019_2022_hmm.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/calm,n,381.0,381.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/calm,picp,0.8110236220472441,0.8110236220472441,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/calm,mpiw,4.353426126173032e-05,4.3534261261730315e-05,6.776263578034403e-21,1.5565357908097122e-16,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/calm,winkler,0.0001427575828935,0.00014275758289356046,6.047137617037901e-17,4.2359484480408905e-13,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/calm,coverage_error,-0.0889763779527559,-0.08897637795275593,2.7755575615628914e-17,3.119431949721126e-16,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/transitional,n,332.0,332.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/transitional,picp,0.8283132530120482,0.8283132530120482,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/transitional,mpiw,0.0001402200505514,0.0001402200505514106,1.0598076236045806e-17,7.558174593697571e-14,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/transitional,winkler,0.0002654371762825,0.00026543717628253814,3.8163916471489756e-17,1.437775861165453e-13,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/transitional,coverage_error,-0.0716867469879518,-0.07168674698795185,5.551115123125783e-17,7.743572356629244e-16,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/crisis,n,71.0,71.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/crisis,picp,0.8450704225352113,0.8450704225352113,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/crisis,mpiw,0.000875516956512,0.0008755169565120013,1.3010426069826053e-18,1.4860278802204706e-15,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/crisis,winkler,0.0027601723881987,0.0027601723881987244,2.42861286636753e-17,8.79877241273489e-15,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/crisis,coverage_error,-0.0549295774647887,-0.05492957746478877,6.938893903907228e-17,1.2632345312241372e-15,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/all,n,784.0,784.0,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/all,picp,0.8214285714285714,0.8214285714285714,0.0,0.0,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/all,mpiw,0.000159823104893,0.00015982310489303527,3.526367566009103e-17,2.2064191334350382e-13,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/all,winkler,0.0004317449249621,0.0004317449249621922,9.221139476989215e-17,2.1357841039587616e-13,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_hmm_per_regime_q.csv,Quantile-LSTM/all,coverage_error,-0.0785714285714286,-0.07857142857142863,2.7755575615628914e-17,3.532527805625497e-16,m06_uq_intraday_2019_2022_hmm.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x hmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/calm,n,379.0,379.0,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/calm,picp,0.8443271767810027,0.8443271767810027,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/calm,mpiw,5.083344391623976e-05,5.083344391623976e-05,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/calm,winkler,0.0001403080975527,0.00014030809755279347,9.345822726825048e-17,6.660928976900095e-13,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/calm,coverage_error,-0.0556728232189973,-0.05567282321899736,5.551115123125783e-17,9.970960339643005e-16,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/transitional,n,329.0,329.0,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/transitional,picp,0.8936170212765957,0.8936170212765957,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/transitional,mpiw,0.0001630444191366,0.00016304441913664577,4.575333167888829e-17,2.8061881492892897e-13,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/transitional,winkler,0.0002220530355089,0.00022205303550891235,1.235990476633475e-17,5.566194912854213e-14,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/transitional,coverage_error,-0.0063829787234043,-0.00638297872340432,1.9949319973733282e-17,3.1253934625515255e-15,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/crisis,n,76.0,76.0,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/crisis,picp,0.8421052631578947,0.8421052631578947,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/crisis,mpiw,0.0009159459455912,0.0009159459455912866,8.66277535815918e-17,9.457736452523699e-14,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/crisis,winkler,0.0026709086178187,0.002670908617818724,2.42861286636753e-17,9.092833989771428e-15,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/crisis,coverage_error,-0.0578947368421053,-0.05789473684210533,3.469446951953614e-17,5.992681098828967e-16,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/all,n,784.0,784.0,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/all,picp,0.8647959183673469,0.8647959183673469,0.0,0.0,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/all,mpiw,0.0001817849247514,0.0001817849247514657,6.570265165262157e-17,3.61430694775561e-13,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/all,winkler,0.0004199250926137,0.00041992509261372943,2.9436088982981445e-17,7.009842826911148e-14,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_mc.csv,MC-Dropout-LSTM/all,coverage_error,-0.035204081632653,-0.035204081632653095,9.71445146547012e-17,2.7594673728002128e-15,m06_uq_intraday_2019_2022.parquet MC-Dropout-LSTM_lo90/MC-Dropout-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_q.csv,Quantile-LSTM/calm,n,379.0,379.0,0.0,0.0,m06_uq_intraday_2019_2022.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_q.csv,Quantile-LSTM/calm,picp,0.8073878627968337,0.8073878627968337,0.0,0.0,m06_uq_intraday_2019_2022.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_q.csv,Quantile-LSTM/calm,mpiw,4.473048783568156e-05,4.473048783568156e-05,0.0,0.0,m06_uq_intraday_2019_2022.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_q.csv,Quantile-LSTM/calm,winkler,0.0001460875343268,0.00014608753432683206,3.2065279251258794e-17,2.1949360292116565e-13,m06_uq_intraday_2019_2022.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x jphmm_filt_state (t-1),OK,
m06_uq_intraday_2019_2022_per_regime_q.csv,Quantile-LSTM/calm,coverage_error,-0.0926121372031663,-0.0926121372031663,0.0,0.0,m06_uq_intraday_2019_2022.parquet Quantile-LSTM_lo90/Quantile-LSTM_hi90 x jphmm_filt_state (t-1),OK,
